budget,id,original_language,popularity,release_date,revenue,status,title,vote_average,vote_count,release_year,return,name_collection,day,month,genre,actors,director
120000000.0,10865,en,95.000000,2001-06-02,186053725.0,Released,Atlantis: The Lost Empire,6.7,1257.0,2001,1.55,Atlantis Collection,Saturday,June,"Animation, Family, Adventure, Science Fiction","Michael J. Fox, Corey Burton, Claudia Christian, James Garner, John Mahoney, Phil Morris, Leonard Nimoy, Don Novello, Jacqueline Obradors, Florence Stanley, David Ogden Stiers, Natalie Strom, Cree Summer, Jim Varney, Jim Cummings","Gary Trousdale, Kirk Wise"
115000000.0,1995,en,100.000000,2001-06-11,274703340.0,Released,Lara Croft: Tomb Raider,5.7,2235.0,2001,2.39,Tomb Raider Collection,Monday,June,"Adventure, Fantasy, Action, Thriller","Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor, Daniel Craig, Richard Johnson, Chris Barrie, Julian Rhind-Tutt, Leslie Phillips, Robert Phillips, Rachel Appleton, Henry Wyndham, David Cheung, David Tse, Ayla Amiral, ÐÐ·Ð·Ð¸ Ð®Ðµ, Wai-Keat Lau, Stephanie Burns, Carl Chase, Richenda Carey, Sylvano Clarke, Anna Maria Everett, Olegar Fedoro",Simon West
70000000.0,10808,en,87.000000,2001-06-22,176104344.0,Released,Dr. Dolittle 2,4.9,422.0,2001,2.52,Dr. Dolittle Collection,Friday,June,"Comedy, Family, Romance, Fantasy","Eddie Murphy, Kristen Wilson, Raven-SymonÃ©, Kyla Pratt, Mandy Moore, John DiMaggio, Andy Richter, Denise Dowse, James Avery, Arnold Schwarzenegger, Andy Dick, Joey Lauren Adams, David Cross, Georgia Engel, Mike Epps, Jamie Kennedy, Tom Kenny, Cedric the Entertainer, David L. Lander, Michael McKean, Mandy Moore, Frankie Muniz, Bob Odenkirk, Reni Santoni, Hal Sparks, RenÃ©e Taylor, John Witherspoon, Lisa Kudrow, Crystal the Monkey, Kevin Pollak, Victor Raider-Wexler, Jeffrey Jones, Mark Griffin, Ken Hudson Campbell, Anne Stedman, Tommy Bush, Adam Vernier, Chris Marley, Shaun Robinson, Googy Gress, Lisa Marie Hugueley, Doug Seus, Louise Osbourne, Brie Hill Arbaugh, E.J. Wessel, Jodi Essex, Lawrence Pressman, Lil' Zane",Steve Carr
38000000.0,9799,en,106.000000,2001-06-22,207283925.0,Released,The Fast and the Furious,6.6,3485.0,2001,5.45,The Fast and the Furious Collection,Friday,June,"Action, Crime, Thriller","Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Ted Levine, Matt Schulze, Thom Barry, Ja Rule, Vyto Ruginis, Stanton Rutledge, Noel Gugliemi, RJ de Vera, Beau Holden, Reggie Lee, David Douglas, Peter 'Navy' Tuiasosopo, F. Valentino Morales, Neal H. Moritz, Rob Cohen, Kevin Smith, Doria Clare Anselmo, Glenn K. Ota, Mike White, Delphine Pacific, Monica Tamayo, Megan Baker, Tammy Monica Gegamian",Rob Cohen
60000000.0,10992,en,87.000000,2001-07-04,93375151.0,Released,Cats & Dogs,5.0,363.0,2001,1.56,Cats & Dogs Collection,Wednesday,July,"Comedy, Family","Jeff Goldblum, Elizabeth Perkins, Alexander Pollock, Miriam Margolyes, Tobey Maguire, Alec Baldwin, Susan Sarandon, Charlton Heston",Lawrence Guterman
45000000.0,4248,en,83.000000,2001-07-04,141220678.0,Released,Scary Movie 2,5.4,1019.0,2001,3.14,Scary Movie Collection,Wednesday,July,Comedy,"Anna Faris, Marlon Wayans, James DeBello, Shawn Wayans, David Cross, Christopher Masterson, Regina Hall, Tim Curry, Kathleen Robertson, Chris Elliott, James Woods, Andy Richter, Tori Spelling, Vitamin C, Veronica Cartwright, Beetlejuice",Keenen Ivory Wayans
0.0,26483,en,98.000000,1965-04-14,0.0,Released,Beach Blanket Bingo,7.0,12.0,1965,0.0,Beach Party Collection,Wednesday,April,Comedy,"Frankie Avalon, Annette Funicello, Deborah Walley, Harvey Lembeck, John Ashley, Jody McCrea, Donna Loren, Marta Kristen, Linda Evans, Timothy Carey, Don Rickles, Paul Lynde, Buster Keaton, Bobbie Shaw Chance",William Asher
18000000.0,11286,en,95.000000,1981-06-19,72179579.0,Released,The Cannonball Run,6.2,161.0,1981,4.01,Cannonball Run Collection,Friday,June,Comedy,"Burt Reynolds, Roger Moore, Farrah Fawcett, Dean Martin, Dom DeLuise, Sammy Davis, Jr., Jack Elam, Terry Bradshaw, Jackie Chan, Bert Convy, Jamie Farr, Peter Fonda, Michael Hui, Bianca Jagger, Molly Picon, Mel Tillis, Rick Aviles, Adrienne Barbeau, Tara Buckman, Robert Tessier, Johnny Yune, Norman Grabowski, Joe Klecko, George Furth, Jimmy Snyder, Warren Berlinger, Alfie Wise, John Fiedler, Laura Lizer Sommers, Richard Losee, Lois Hamilton, Kathleen M. Shea, Valerie Perrine",Hal Needham
0.0,11950,en,108.000000,1984-06-29,28078073.0,Released,Cannonball Run II,5.4,86.0,1984,0.0,Cannonball Run Collection,Friday,June,"Action, Comedy","Burt Reynolds, Dom DeLuise, Dean Martin, Sammy Davis, Jr., Shirley MacLaine, Telly Savalas, Jamie Farr, Marilu Henner, Susan Anton, Catherine Bach, Jackie Chan, Tim Conway, Jack Elam, Richard Kiel, Don Knotts, Ricardo Montalban, Tony Danza, Jim Nabors, Frank Sinatra, Arte Johnson, Doug McClure, Henry Silva, Abe Vigoda, Dub Taylor",Hal Needham
0.0,12236,en,94.000000,1989-04-21,3077361.0,Released,Speed Zone,4.1,20.0,1989,0.0,Cannonball Run Collection,Friday,April,"Action, Comedy","John Candy, Donna Dixon, Matt Frewer, Joe Flaherty, Lee Van Cleef, Peter Boyle, Brooke Shields, Eugene Levy, Alyssa Milano",Jim Drake
0.0,26573,en,88.000000,1965-11-06,0.0,Released,Dr. Goldfoot and the Bikini Machine,6.1,20.0,1965,0.0,Dr Goldfoot Collection,Saturday,November,"Comedy, Science Fiction","Vincent Price, Frankie Avalon, Dwayne Hickman, Jack Mullaney, Fred Clark, Susan Hart, Patti Chandler, Mary Hughes, Salli Sachse, Luree Holmes, Sue Hamilton, Laura Nicholson, Marianne Gaba, China Lee, Issa Arnal, Deanna Lund, Sally Frei, Annette Funicello, Deborah Walley, Harvey Lembeck, Aron Kincaid",Norman Taurog
0.0,20075,en,88.000000,1981-07-24,0.0,Released,Nice Dreams,6.6,38.0,1981,0.0,Cheech & Chong Collection,Friday,July,Comedy,"Cheech Marin, Tommy Chong, Stacy Keach, Evelyn Guerrero, Sandra Bernhard, Shelby Chong, Peter Jason, Timothy Leary, Paul Reubens, Cheryl Smith, Linnea Quigley, Jeff Pomerantz, Tony Cox, Suzanne Kent, Sally Marr",Tommy Chong
0.0,20197,en,90.000000,1982-08-04,21134374.0,Released,Things Are Tough All Over,6.1,25.0,1982,0.0,Cheech & Chong Collection,Wednesday,August,"Action, Comedy","Cheech Marin, Tommy Chong, Toni Attell, Mike Bacarella, Billy Beck, Don Bovingloh, Richard 'Moon' Calhoun, Jennifer Condos, John Corrona, Dave Coulier, Shelby Chong, Aaron Freeman, Mike Friedman, Evelyn Guerrero, Maya Harman, Vanaghan S. Housepian, Lance Kinsey, Janice Ladik, Jay Lawson, Rikki Marin, Senta Moses, Dorothy Neumann, John Paragon, Shabazz Perez, Gregory Polcyn, Ben Powers, Ernest Rayford, John Steadman, Rip Taylor, John Tisdale, Ruby Wax, Sandy Weintraub, Diana Wild, Farouk A. Zurond, George Wallace",Thomas K. Avildsen
137000000.0,2114,en,106.000000,2001-07-02,85131830.0,Released,Final Fantasy: The Spirits Within,5.9,441.0,2001,0.62,Final Fantasy Collection,Monday,July,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller","Donald Sutherland, Ming-Na Wen, Alec Baldwin, Ving Rhames, Steve Buscemi, Peri Gilpin, James Woods, Jean Simmons, Keith David","Hironobu Sakaguchi, Motonori Sakakibara"
18000000.0,8835,en,96.000000,2001-07-13,141774679.0,Released,Legally Blonde,6.2,908.0,2001,7.88,Legally Blonde Collection,Friday,July,Comedy,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Victor Garber, Jennifer Coolidge, Holland Taylor, Ali Larter, Jessica Cauffiel, Alanna Ubach, Oz Perkins, Linda Cardellini, Meredith Scott Lynn, Raquel Welch, Greg Serano, John Cantwell, Bruce Thomas, Corinne Reilly, Victoria Mahoney, Jodi Harris, Lacey Beeman",Robert Luketic
0.0,26044,en,113.000000,1988-07-08,14681192.0,Released,Arthur 2: On the Rocks,4.5,43.0,1988,0.0,Arthur Collection,Friday,July,"Comedy, Romance","Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald, Stephen Elliott, Paul Benedict, Cynthia Sikes, Kathy Bates, Jack Gilford, Ted Ross, Thomas Barbour, Daniel Greene, Barney Martin",Bud Yorkin
0.0,30502,en,86.000000,1988-07-22,15122000.0,Released,Big Top Pee-wee,5.1,30.0,1988,0.0,Pee-wee's Collection,Friday,July,"Comedy, Family","Paul Reubens, Penelope Ann Miller, Kris Kristofferson, Valeria Golino, Benicio del Toro, Wayne White, Susan Tyrrell, Albert Henderson, Jack Murdock, David Byrd, Mary Jackson, Frances Bay, Leo Gordon, Anne Seymour, Kenneth Tobey, Jay Robinson, Stephanie Hodge, Franco Columbu, Kevin Peter Hall, Lynne Marie Stewart, Dustin Diamond",Randal Kleiser
0.0,18509,en,98.000000,1988-07-22,0.0,Released,Caddyshack II,3.9,59.0,1988,0.0,Caddyshack Collection,Friday,July,Comedy,"Jackie Mason, Robert Stack, Dyan Cannon, Chevy Chase, Randy Quaid, Dina Merrill, Jonathan Silverman, Brian McNamara, Marsha Warfield, Jessica Lundy, Chynna Phillips, Dan Aykroyd, Anthony Mockus Sr., Pepe Serna, Paul Bartel",Allan Arkush
2000000.0,3980,en,82.000000,1986-04-11,13167232.0,Released,Critters,5.9,221.0,1986,6.58,Critters Collection,Friday,April,"Action, Comedy, Horror, Science Fiction, Thriller","Dee Wallace, M. Emmet Walsh, Billy Zane, Scott Grimes, Lin Shaye, Ethan Phillips, Don Keith Opper, Terrence Mann, Jeremy Lawrence, Billy Green Bush, Nadine Van der Velde, Michael Lee Gogin, Art Frankel",Stephen Herek
4500000.0,10127,en,86.000000,1988-04-29,3813293.0,Released,Critters 2,5.0,91.0,1988,0.85,Critters Collection,Friday,April,"Comedy, Horror, Science Fiction, Thriller","Scott Grimes, Liane Curtis, Barry Corbin, Don Keith Opper, Lin Shaye, Eddie Deezen, Terrence Mann, Roxanne Kernohan, Sam Anderson, Douglas Rowe, Frank Birney, Cynthia Garris, Herta Ware, Tom Hodges, Lindsay Parker",Mick Garris
0.0,12702,en,86.000000,1991-12-11,0.0,Released,Critters 3,4.5,70.0,1991,0.0,Critters Collection,Wednesday,December,"Comedy, Horror, Science Fiction, Thriller","Don Keith Opper, Terrence Mann, Leonardo DiCaprio, Frances Bay, Geoffrey Blake, Nina Axelrod, Diana Bellamy, Bill Zuckert, Christian Cousins, Aimee Brooks, John Calvin, William Dennis Hunt, Joseph Cousins, JosÃ© Luis Valansuela, Katherine Cortez",Kristine Peterson
20000000.0,10651,en,91.000000,1988-07-12,0.0,Released,The Dead Pool,6.3,227.0,1988,0.0,Dirty Harry Collection,Tuesday,July,"Action, Crime, Thriller","Clint Eastwood, Patricia Clarkson, Liam Neeson, Evan C. Kim, Jim Carrey, David Hunt, Michael Currie, Michael Goodwin, Darwin Gillett, Christopher P. Beale, John Allen Vick, Jeff Richmond, Patrick N. Van Horn, Sigrid Wurschmidt, Justin Whalin, Anthony Charnota",Buddy Van Horn
0.0,5680,en,96.000000,1988-09-30,5596267.0,Released,"Elvira, Mistress of the Dark",6.1,88.0,1988,0.0,Elvira Collection,Friday,September,"Fantasy, Horror, Comedy, Science Fiction","Cassandra Peterson, Susan Kellermann, Jeff Conaway, Daniel Greene, Edie McClurg, Bill Cable, Lee McLaughlin, Frank Collison, Ira Heiden, Kurt Fuller, Larry ""Flash"" Jenkins",James Signorelli
6000000.0,26386,en,95.000000,1988-11-11,28202109.0,Released,Ernest Saves Christmas,4.9,47.0,1988,4.7,Ernest Collection,Friday,November,"Comedy, Family","Jim Varney, Douglas Seale, Noelle Parker, Gailard Sartain, Bill Byrge, Billie Bird, Oliver Clark",John R. Cherry III
0.0,38500,en,94.000000,1988-11-01,0.0,Released,Howling IV: The Original Nightmare,3.3,21.0,1988,0.0,The Howling Collection,Tuesday,November,Horror,"Romy Windsor, Michael T. Weiss, Antony Hamilton, Susanne Severeid, Maxine John",John Hough
12300000.0,12144,en,69.000000,1988-11-18,84460846.0,Released,The Land Before Time,7.0,660.0,1988,6.87,The Land Before Time Collection,Friday,November,"Animation, Adventure, Family","Gabriel Damon, Candace Hutson, Judith Barsi, Will Ryan, Pat Hingle, Helen Shaver, Bill Erwin, Burke Byrnes",Don Bluth
6200000.0,24929,en,89.000000,1988-01-15,9205924.0,Released,Return of the Living Dead Part II,5.8,95.0,1988,1.48,Return of the Living Dead Collection,Friday,January,"Comedy, Horror","James Karen, Thom Mathews, Suzanne Snyder, Michael Kenworthy, Marsha Dietlein, Dana Ashbrook, Philip Bruns, Jonathan Terry, Thor Van Lingen, Sally Smythe, Don Maxwell, Jason Hogan, Allan Trautman, Forrest J. Ackerman, Mitch Pileggi, Brian Peck, Troy Fromin",Ken Wiederhorn
4000000.0,10925,en,91.000000,1985-05-15,14237000.0,Released,The Return of the Living Dead,7.3,270.0,1985,3.56,Return of the Living Dead Collection,Wednesday,May,"Comedy, Horror","Clu Gulager, James Karen, Don Calfa, Thom Mathews, John Philbin, Linnea Quigley, Jewel Shepard, Miguel A. NÃºÃ±ez, Jr., Beverly Randolph, Brian Peck, Mark Venturini, Jonathan Terry, Cathleen Cordell, Drew Deighan, James Dalesandro",Dan O'Bannon
0.0,13965,en,110.000000,1988-03-24,0.0,Released,Return to Snowy River,6.0,10.0,1988,0.0,The Man From Snowy River Collection,Thursday,March,"Adventure, Drama, Action, Western, Family","Tom Burlinson, Sigrid Thornton, Brian Dennehy, Nicholas Eadie, Mark Hembrow, Bryan Marshall, Rhys McConnochie, Peter Cummins, Cornelia Frances, Tony Barry, Wyn Roberts, Alec Wilson, Peter Browne, Alan Hopgood, Mark Pennell",Geoff Burrowes
3500000.0,24266,en,104.000000,1982-03-02,20659423.0,Released,The Man from Snowy River,6.9,38.0,1982,5.9,The Man From Snowy River Collection,Tuesday,March,"Family, Drama, Action, Western, Romance","Tom Burlinson, Terence Donovan, Kirk Douglas, Tommy Dysart, Bruce Kerr, David Bradshaw, Sigrid Thornton, Jack Thompson, Tony Bonner, June Jago, Chris Haywood, Kristopher Steele, Gus Mercurio, Howard Eynon, Lorraine Bayly",George T. Miller
0.0,11966,en,110.000000,1988-07-06,21630088.0,Released,Short Circuit 2,5.5,168.0,1988,0.0,Short Circuit Collection,Wednesday,July,"Comedy, Family, Science Fiction, Drama","Fisher Stevens, Michael McKean, Cynthia Gibb, Jack Weston, Tim Blaney, Don Lake, Damon D'Oliveira, Robert LaSardo, Gerard Parkes",Kenneth Johnson
0.0,2605,en,98.000000,1986-05-09,40697761.0,Released,Short Circuit,6.4,535.0,1986,0.0,Short Circuit Collection,Friday,May,"Comedy, Family, Science Fiction","Ally Sheedy, Steve Guttenberg, Fisher Stevens, Austin Pendleton, G. W. Bailey, Brian McNamara, Tim Blaney, Marvin J. McIntyre, John Garber, Penny Santon, Vernon Weddle, Barbara Tarbuck, Tom Lawrence, Fred Slyter, Billy Ray Sharkey, Robert Krantz, Jan Speck, Marguerite Happy, Howard Krick, Marjorie Card Hughes, Herb Smith, Jack Thompson, William Striglos, Mary Reckley, Shay McLean, Eleanor C. Heutschy, Actor Sergio Kato",John Badham
0.0,29095,en,95.000000,1988-06-17,808114.0,Released,Waxwork,5.7,71.0,1988,0.0,The Waxwork Collection,Friday,June,"Horror, Comedy","Zach Galligan, Deborah Foreman, Michelle Johnson, David Warner, Dana Ashbrook, John Rhys-Davies, Clare Carey, Jennifer Bassey, Joe Baker, Eric Brown, Buckley Norris, Micah Grant, Mihaly 'Michu' Meszaros, Miles O'Keeffe, Christopher Bradley, Julian Forbes, Patrick Macnee, J. Kenneth Campbell, Jack David Walker, Nelson Welch, James D.R. Hickox, Irene Olga LÃ³pez, Charles McCaughan, Edward Ashley, Anthony Hickox, Staffan Ahrenberg, Tom MacGreevey, Gabriella Dufwa",Anthony Hickox
1000000.0,12500,en,95.000000,1985-08-30,10499694.0,Released,American Ninja,5.5,71.0,1985,10.5,American Ninja Collection,Friday,August,"Action, Adventure","Michael Dudikoff, Steve James, Judie Aronson, Guich Koock, John Fujioka, Don Stewart, John LaMotta, Tadashi Yamashita, Phillip Brock, Tony Carreon, Roi Vinzon",Sam Firstenberg
0.0,25678,en,90.000000,1987-05-01,0.0,Released,American Ninja 2: The Confrontation,4.9,49.0,1987,0.0,American Ninja Collection,Friday,May,"Action, Adventure, Drama","Michael Dudikoff, Steve James, Larry Poindexter, Gary Conway, Jeff Celentano, Michelle Botes, Mike Stone, Len Sparrowhawk, Jonathan Pienaar, Bill Curry, Dennis Folbigge, Elmo Fillis, John Fujioka, Ralph Draper, John Pasternack",Sam Firstenberg
0.0,32049,en,101.000000,1993-01-01,6500000.0,Released,Best of the Best 2,6.1,30.0,1993,0.0,Best of the Best Collection,Friday,January,"Action, Thriller","Eric Roberts, Phillip Rhee, Chris Penn, Edan Gross, Ralf Moeller, Meg Foster, Sonny Landham, Wayne Newton, Betty Carvalho, Simon Rhee, Hayward Nishioka, Claire Stansfield, Ken Nagayama, Frank Salsedo, Stefanos Miltsakakis, Myung Kue Kim, Patrick Kilpatrick, Mike Genovese, Nicholas Worth, Matt Thomas, Edward Bunker, David Rody, John Charles Sheeham, Kane Hodder, Randy Gomes, Robert Radler, Harry Hauss, Buckley Norris, Rain Ivana, Cliff Emmich, Alex Desir, Lionel Washington, Amanda Barry, Albie Selznick, Melissa Holgate, Christine Soustre, Manny Perry, Cristy Thom, Randy Falcon, Bob Lewis, Rusty Meyers, Jonathan Strauss, Jeff Olan, Gunter Ziegler, Rene Beard, David Boreanaz, Andrea Carlson, Chris Carnel, James Choi, Kelly Clayton, Bryan Hanna, Peter Iacangelo III, AndrÃ© Lima, Ginger Marin, Keaton Simons, Michael Treanor",Robert Radler
10000000.0,1648,en,90.000000,1989-02-17,40485039.0,Released,Bill & Ted's Excellent Adventure,6.7,464.0,1989,4.05,Bill & Ted's Most Excellent Collection,Friday,February,"Adventure, Comedy, Science Fiction","Keanu Reeves, Alex Winter, George Carlin, Dan Shor, Hal Landon Jr., Amy Stock-Poynton, Terry Camilleri, Tony Steedman, Rod Loomis, Bernie Casey, Al Leong, Jane Wiedlin, Robert V. Barron, Clifford David, J. Patrick McNamara, Frazier Bain, Diane Franklin, Kimberley Kates, William Robbins, Steve Shepherd, Anne Machette, Traci Dawn Davis",Stephen Herek
0.0,53150,en,85.000000,1989-05-05,0.0,Released,C.H.U.D. II: Bud the Chud,3.5,25.0,1989,0.0,C.H.U.D. Collection,Friday,May,"Horror, Comedy, Science Fiction","Brian Robbins, Bill Calvert, Tricia Leigh Fisher, Robert Vaughn, Gerrit Graham, Larry Cedar, Bianca Jagger, Larry Linville, Judd Omen, Jack Riley, Sandra Kerns, June Lockhart, Norman Fell, Priscilla Pointer, Clive Revill, Jeffery Feaster, Mary Margaret Patts, Gregg Binkley, Warren Selko, Andy Steinlen",David Irving
500000.0,10134,en,86.000000,1989-04-07,10166459.0,Released,Cyborg,4.9,154.0,1989,20.33,Cyborg Collection,Friday,April,"Action, Science Fiction","Jean-Claude Van Damme, Deborah Richter, Vincent Klyn, Alex Daniels, Ralf Moeller, Dayle Haddon, Blaise Loong, Haley Peterson, Terrie Batson, Jackson 'Rock' Pinckney, Janice Graser, Robert Pentz, Sharon K. Tew, Chuck Allen, Stefanos Miltsakakis, Kristina Sebastian",Albert Pyun
0.0,15142,en,114.000000,1989-03-03,0.0,Released,Dream a Little Dream,5.8,26.0,1989,0.0,Dream a Little Dream Collection,Friday,March,"Fantasy, Comedy, Science Fiction, Romance","Corey Feldman, Corey Haim, Jason Robards, Meredith Salenger, Piper Laurie, Harry Dean Stanton, Susan Blakely, William McNamara, Matt Adler, Victoria Jackson, Alex Rocco, Ria Pavia, Lala Sloatman",Marc Rocco
0.0,25005,en,104.000000,1989-01-01,0.0,Released,Eddie and the Cruisers II: Eddie Lives!,6.4,14.0,1989,0.0,Eddie and the Cruisers Collection,Sunday,January,"Drama, Thriller, Music","Michael ParÃ©, Marina Orsini, Bernie Coulson, Matthew Laurance",Jean-Claude Lord
0.0,21721,en,95.000000,1983-09-23,4786789.0,Released,Eddie and the Cruisers,6.6,32.0,1983,0.0,Eddie and the Cruisers Collection,Friday,September,"Drama, Music","Tom Berenger, Michael ParÃ©, Joe Pantoliano, Ellen Barkin, Matthew Laurance, Helen Schneider, David Wilson, Michael 'Tunes' Antunes, Kenny Vance, John Stockwell, Roberto Lombardi, Greg Sheridan",Martin Davidson
17000000.0,10345,en,101.000000,1989-04-28,78247647.0,Released,K-9,5.5,209.0,1989,4.6,K-9 Collection,Friday,April,"Action, Comedy, Crime","Jim Belushi, Mel Harris, Kevin Tighe, Ed O'Neill, Rando, Daniel Davis, Cotter Smith, John Snyder, Pruitt Taylor Vince, James Handy, John Castellanos, Sherman Howard, Jeff Allin, Jerry Levine, Gary Combs, David Haskell, Alan Blumenfeld, William Sadler, Marjorie Bransfield, Rick Cicetti, Dan Castellaneta, Wendel Meldrum, Colleen Morris, Mark Mooring, McKeiver Jones III, J.W. Smith, Dean Hill, Steve Artiaga, Lucy Butler, Vic Cuccia, Ralph Elias",Rod Daniel
1500000.0,10222,en,97.000000,1989-04-20,14697005.0,Released,Kickboxer,6.3,257.0,1989,9.8,Kickboxer Collection,Thursday,April,"Action, Thriller","Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi, Haskell V. Anderson III, Rochelle Ashana, Ka Ting Lee, Richard Foo, Ricky Liu, Ho Ying Sin, Tony Chan, Brad Kerner, Dean Harrington, Mark DiSalle, Richard Santoro","Jean-Claude Van Damme, David Worth, Mark DiSalle"
7500000.0,9494,en,93.000000,1989-10-12,296000000.0,Released,Look Who's Talking,5.8,546.0,1989,39.47,Look Who's Talking Collection,Thursday,October,"Comedy, Romance","John Travolta, Kirstie Alley, Olympia Dukakis, George Segal, Bruce Willis, Abe Vigoda, Jacob Haines, Jaryd Waterhouse",Amy Heckerling
11000000.0,9942,en,107.000000,1989-02-16,49797148.0,Released,Major League,6.7,222.0,1989,4.53,Major League Collection,Thursday,February,Comedy,"Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton, James Gammon, Rene Russo, Wesley Snipes, Charles Cyphers, Chelcie Ross, Dennis Haysbert, Andy Romano, Bob Uecker, Steve Yeager, Peter Vuckovich, Stacy Carroll, Richard Pickren, Kevin Crowley, Mary Seibel, Neil Flynn",David S. Ward
93000000.0,331,en,92.000000,2001-07-18,368780809.0,Released,Jurassic Park III,5.7,2109.0,2001,3.97,Jurassic Park Collection,Wednesday,July,"Adventure, Action, Thriller, Science Fiction","Sam Neill, William H. Macy, TÃ©a Leoni, Trevor Morgan, Alessandro Nivola, Michael Jeter, John Diehl, Bruce A. Young, Laura Dern, Taylor Nichols, Mark Harelik, Julio Oscar Mechoso, Blake Michael Bryan, Sarah Danielle Madison, Linda Park",Joe Johnston
0.0,19142,en,84.000000,1989-05-11,192816.0,Released,The Return of Swamp Thing,4.6,35.0,1989,0.0,Swamp Thing Collection,Thursday,May,"Horror, Science Fiction","Louis Jourdan, Heather Locklear, Sarah Douglas, Dick Durock, Joey Sagal, Ace Mask, Monique Gabrielle, RonReaco Lee, Daniel Emery Taylor, Ralph Pace, Alex Van, Christopher Doyle, Rex Pierson, Tony Sears, Bill Eudaly, Anthony Cecere",Jim Wynorski
0.0,41946,en,102.000000,1989-08-24,0.0,Released,The Return of the Musketeers,6.2,17.0,1989,0.0,The Musketeers Collection,Thursday,August,"Comedy, Action, Adventure","Michael York, Oliver Reed, Frank Finlay, C. Thomas Howell, Kim Cattrall, Geraldine Chaplin, Roy Kinnear, Christopher Lee, Philippe Noiret, Richard Chamberlain, Eusebio LÃ¡zaro, Alan Howard, David Tristan Birkin, Bill Paterson, Jean-Pierre Cassel",Richard Lester
15000000.0,10135,en,114.000000,1989-05-19,30050028.0,Released,Road House,6.3,259.0,1989,2.0,Road House Collection,Friday,May,"Action, Thriller","Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara, Marshall R. Teague, Julie Michaels, Red West, Sunshine Parker, Kevin Tighe, John Doe, Kathleen Wilhoite, Travis McKenna, Roger Hewlett, Bob Jennings, Kym Malin, Jeff Healey, Gary Hudson, Joe Unger, Sheila Ryan, Keith David, Patricia Tallman, Heidi Paine, Jacklyn Palmer, Laura Albert, Christina Veronica, Jasae, Michele Burger, Terry Funk",Rowdy Herrington
0.0,30666,en,93.000000,1989-11-03,1519796.0,Released,Stepfather II: Make Room For Daddy,5.8,22.0,1989,0.0,The Stepfather Collection,Friday,November,"Horror, Thriller","Terry O'Quinn, Meg Foster, Caroline Williams, Jonathan Brandis, Henry Brown, Mitchell Laurance, Miriam Byrd-Nethery, Leon Martell, Renata Scott, John O'Leary, Eric Brown, Glen Adams",Jeff Burr
0.0,25155,en,89.000000,1987-01-22,0.0,Released,The Stepfather,6.6,76.0,1987,0.0,The Stepfather Collection,Thursday,January,"Drama, Horror, Mystery, Thriller","Terry O'Quinn, Jill Schoelen, Shelley Hack, Charles Lanyer, Stephen Shellen, Stephen E. Miller, Robyn Stevan, Jeff Schultz, Lindsay Bourne, Anna Hagan, Gillian Barber, Blu Mankuma, Jackson Davies, Sandra Head, Gabrielle Rose, Richard Sargent, Margot Pinvidic, Rochelle Greenwood, Don S. Williams, Don MacKay, Dale Wilson, Gary Hetherington, Andrew Snider, Marie Stillin, Paul Batten, Sheila Paterson",Joseph Ruben
7000000.0,11342,en,103.000000,1989-06-01,0.0,Released,Warlock,5.8,98.0,1989,0.0,Warlock Collection,Thursday,June,"Adventure, Comedy, Fantasy, Horror","Julian Sands, Lori Singer, Richard E. Grant, Mary Woronov, Kevin O'Brien, Richard Kuss, Anna Levine, David Carpenter, Nancy Fox, Frank Renzulli, Ian Abercrombie",Steve Miner
0.0,24126,en,98.000000,1993-05-01,0.0,Released,Warlock: The Armageddon,5.2,39.0,1993,0.0,Warlock Collection,Saturday,May,"Fantasy, Horror, Science Fiction","Julian Sands, Chris Young, Paula Marshall, Joanna Pacula, Steve Kahan, R. G. Armstrong, Charles Hallahan, Bruce Glover, Craig Hurley, Dawn Ann Billings, Zach Galligan, Michelle Moffett, Richard Zobel, Ferdy Mayne, Anthony Hickox, George Buck Flower, Monika Schnarre, Wendy Hamilton",Anthony Hickox
0.0,8494,en,97.000000,1993-07-09,0.0,Released,Weekend at Bernie's II,4.9,74.0,1993,0.0,Weekend at Bernie's Collection,Friday,July,Comedy,"Andrew McCarthy, Jonathan Silverman, Terry Kiser, Troy Byer, Barry Bostwick, Tom Wright, Steve James, Novella Nelson, Stack Pierce",Robert Klane
35000.0,27813,en,91.000000,1982-04-14,0.0,Released,Basket Case,6.2,75.0,1982,0.0,Basket Case Collection,Wednesday,April,"Comedy, Horror","Kevin Van Hentenryck, Terri Susan Smith, Beverly Bonner, Robert Vogel, Diana Browne, Lloyd Pace, Bill Freeman, Joe Clarke, Ruth Neuman, Richard Pierce, Sean McCabe",Frank Henenlotter
